epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/loss_epoch,train/loss_step,train/masked_tokens,train/variance_explained,val/effective_rank,val/loss,val/masked_tokens,val/rank_ceiling,val/rank_fraction,val/variance_explained
68,,,2483,0.7630696296691895,,144.0,0.23693037033081055,,,,,,
,2.4042698781506776e-06,2.4042698781506776e-06,2499,,,,,,,,,,
69,,,2499,,0.8248655796051025,,,,,,,,
,2.2207377853450134e-06,2.2207377853450134e-06,2519,,,,,,,,,,
69,,,2519,,0.8360461592674255,,,,,,,,
69,,,2519,,,,,6.0,0.8684173822402954,144.0,21.0,0.2857142984867096,0.13158264756202698
69,,,2519,0.7648859620094299,,144.0,0.23511402308940887,,,,,,
,2.0439551422336e-06,2.0439551422336e-06,2539,,,,,,,,,,
70,,,2539,,0.719489574432373,,,,,,,,
70,,,2555,,,,,6.0,0.8659709692001343,144.0,21.0,0.2857142984867096,0.13402903079986572
70,,,2555,0.7607071399688721,,144.0,0.23929286003112793,,,,,,
,1.8740109642010633e-06,1.8740109642010633e-06,2559,,,,,,,,,,
71,,,2559,,0.8086711764335632,,,,,,,,
,1.7109908232589063e-06,1.7109908232589063e-06,2579,,,,,,,,,,
71,,,2579,,0.7502779960632324,,,,,,,,
71,,,2591,,,,,6.0,0.8661854863166809,144.0,21.0,0.2857142984867096,0.1338144689798355
71,,,2591,0.7607272863388062,,144.0,0.23927265405654907,,,,,,
,1.5549768049574406e-06,1.5549768049574406e-06,2599,,,,,,,,,,
72,,,2599,,0.7698271870613098,,,,,,,,
,1.4060474670532456e-06,1.4060474670532456e-06,2619,,,,,,,,,,
72,,,2619,,0.6720317006111145,,,,,,,,
72,,,2627,,,,,6.0,0.8707870244979858,144.0,21.0,0.2857142984867096,0.12921297550201416
72,,,2627,0.7583401799201965,,144.0,0.2416597455739975,,,,,,
,1.2642777999529522e-06,1.2642777999529522e-06,2639,,,,,,,,,,
73,,,2639,,0.8619041442871094,,,,,,,,
,1.1297391889533453e-06,1.1297391889533453e-06,2659,,,,,,,,,,
73,,,2659,,0.7615030407905579,,,,,,,,
73,,,2663,,,,,6.0,0.875137984752655,144.0,21.0,0.2857142984867096,0.12486205995082855
73,,,2663,0.7584240436553955,,144.0,0.24157598614692688,,,,,,
,1.0024993782966896e-06,1.0024993782966896e-06,2679,,,,,,,,,,
74,,,2679,,0.8277689814567566,,,,,,,,
,8.826224370594767e-07,8.826224370594767e-07,2699,,,,,,,,,,
74,,,2699,,0.6255285143852234,,,,,,,,
74,,,2699,,,,,6.0,0.8687964677810669,144.0,21.0,0.2857142984867096,0.1312035322189331
74,,,2699,0.7600347995758057,,144.0,0.23996520042419434,,,,,,
,7.701687268917082e-07,7.701687268917082e-07,2719,,,,,,,,,,
75,,,2719,,0.6505081653594971,,,,,,,,
75,,,2735,,,,,6.0,0.8739502429962158,144.0,21.0,0.2857142984867096,0.1260497272014618
75,,,2735,0.756142795085907,,144.0,0.24385720491409302,,,,,,
,6.651948716229987e-07,6.651948716229987e-07,2739,,,,,,,,,,
76,,,2739,,0.8118743896484375,,,,,,,,
,5.677537287507636e-07,5.677537287507636e-07,2759,,,,,,,,,,
76,,,2759,,0.8049147129058838,,,,,,,,
76,,,2771,,,,,6.0,0.8721479773521423,144.0,21.0,0.2857142984867096,0.12785202264785767
76,,,2771,0.7561521530151367,,144.0,0.2438477724790573,,,,,,
,4.778943628248756e-07,4.778943628248756e-07,2779,,,,,,,,,,
77,,,2779,,0.7388575673103333,,,,,,,,
,3.956620207421907e-07,3.956620207421907e-07,2799,,,,,,,,,,
77,,,2799,,0.7759125232696533,,,,,,,,
77,,,2807,,,,,6.0,0.8660658001899719,144.0,21.0,0.2857142984867096,0.13393418490886688
77,,,2807,0.7593357563018799,,144.0,0.2406643182039261,,,,,,
,3.2109810896337536e-07,3.2109810896337536e-07,2819,,,,,,,,,,
78,,,2819,,0.6531191468238831,,,,,,,,
,2.542401726635009e-07,2.542401726635009e-07,2839,,,,,,,,,,
78,,,2839,,0.7056986689567566,,,,,,,,
78,,,2843,,,,,6.0,0.8714800477027893,144.0,21.0,0.2857142984867096,0.1285199671983719
78,,,2843,0.7576537132263184,,144.0,0.24234625697135925,,,,,,
,1.9512187682692133e-07,1.9512187682692133e-07,2859,,,,,,,,,,
79,,,2859,,0.7899551391601562,,,,,,,,
,1.4377298929593718e-07,1.4377298929593718e-07,2879,,,,,,,,,,
79,,,2879,,0.675548255443573,,,,,,,,
79,,,2879,,,,,6.0,0.8655524253845215,144.0,21.0,0.2857142984867096,0.13444748520851135
79,,,2879,0.7570949792861938,,144.0,0.24290500581264496,,,,,,
,1.0021936578178889e-07,1.0021936578178889e-07,2899,,,,,,,,,,
80,,,2899,,0.8213441967964172,,,,,,,,
80,,,2915,,,,,6.0,0.8702300190925598,144.0,21.0,0.2857142984867096,0.12977004051208496
80,,,2915,0.755829393863678,,144.0,0.24417060613632202,,,,,,
,6.448293684553456e-08,6.448293684553456e-08,2919,,,,,,,,,,
81,,,2919,,0.807887077331543,,,,,,,,
,3.658169685534507e-08,3.658169685534507e-08,2939,,,,,,,,,,
81,,,2939,,0.723916232585907,,,,,,,,
81,,,2951,,,,,6.0,0.8646197319030762,144.0,21.0,0.2857142984867096,0.13538023829460144
81,,,2951,0.7598987221717834,,144.0,0.24010133743286133,,,,,,
,1.652969492580217e-08,1.652969492580217e-08,2959,,,,,,,,,,
82,,,2959,,0.8244588375091553,,,,,,,,
,4.3370278437412926e-09,4.3370278437412926e-09,2979,,,,,,,,,,
82,,,2979,,0.7291547656059265,,,,,,,,
82,,,2987,,,,,6.0,0.8731436729431152,144.0,21.0,0.2857142984867096,0.12685628235340118
82,,,2987,0.7602037787437439,,144.0,0.2397962361574173,,,,,,
,9.834984221121501e-12,9.834984221121501e-12,2999,,,,,,,,,,
83,,,2999,,0.7213969230651855,,,,,,,,
83,,,2999,0.79583740234375,,144.0,0.20416265726089478,,,,,,
